timecode,seconds,lat,lat_dir,lon,lon_dir,sensor
260408_231219_000,83539.000,4159.9844,N,8739.4434,W,27
260408_231219_430,83539.430,4159.9844,N,8739.4434,W,24
260408_231219_529,83539.531,4159.9844,N,8739.4434,W,31
260408_231219_629,83539.633,4159.9844,N,8739.4434,W,33
260408_231219_729,83539.727,4159.9844,N,8739.4434,W,33
260408_231219_829,83539.828,4159.9844,N,8739.4434,W,33
260408_231220_000,83540.000,4159.9844,N,8739.4434,W,33
260408_231220_100,83540.102,4159.9844,N,8739.4434,W,33
260408_231220_200,83540.203,4159.9844,N,8739.4434,W,33
260408_231220_300,83540.297,4159.9844,N,8739.4434,W,33
260408_231220_400,83540.398,4159.9844,N,8739.4434,W,33
260408_231220_500,83540.500,4159.9844,N,8739.4434,W,33
260408_231220_600,83540.602,4159.9844,N,8739.4434,W,33
260408_231220_700,83540.703,4159.9844,N,8739.4434,W,34
260408_231220_800,83540.797,4159.9844,N,8739.4434,W,33
260408_231220_900,83540.898,4159.9844,N,8739.4434,W,33
260408_231221_000,83541.000,4159.9844,N,8739.4434,W,34
260408_231221_100,83541.102,4159.9844,N,8739.4434,W,34
260408_231221_200,83541.203,4159.9844,N,8739.4434,W,33
260408_231221_300,83541.297,4159.9844,N,8739.4434,W,34
260408_231221_400,83541.398,4159.9844,N,8739.4434,W,35
260408_231221_500,83541.500,4159.9844,N,8739.4434,W,34
260408_231221_600,83541.602,4159.9844,N,8739.4434,W,34
260408_231221_700,83541.703,4159.9844,N,8739.4434,W,34
260408_231221_800,83541.797,4159.9844,N,8739.4434,W,35
260408_231221_900,83541.898,4159.9844,N,8739.4434,W,35
260408_231222_000,83542.000,4159.9844,N,8739.4434,W,34
260408_231222_100,83542.102,4159.9844,N,8739.4434,W,35
260408_231222_200,83542.203,4159.9844,N,8739.4434,W,35
260408_231222_300,83542.297,4159.9844,N,8739.4434,W,35
260408_231222_400,83542.398,4159.9844,N,8739.4434,W,34
260408_231222_500,83542.500,4159.9844,N,8739.4434,W,35
260408_231222_600,83542.602,4159.9844,N,8739.4434,W,35
260408_231222_700,83542.703,4159.9844,N,8739.4434,W,35
260408_231222_800,83542.797,4159.9844,N,8739.4434,W,35
260408_231222_900,83542.898,4159.9844,N,8739.4434,W,35
260408_231223_000,83543.000,4159.9849,N,8739.4443,W,36
260408_231223_100,83543.102,4159.9849,N,8739.4443,W,35
260408_231223_200,83543.203,4159.9849,N,8739.4443,W,35
260408_231223_300,83543.297,4159.9849,N,8739.4443,W,35
