timecode,seconds,lat,lat_dir,lon,lon_dir,sensor,trigger_num,trigger_time_small,matched_time_large,match_time_diff,relative_row,relative_time
260330_201658_300,73018.297,4159.9844,N,8739.4414,W,209,3,73340,73020.703,319.29700000000594,-24,-2.4059999999881256
260330_201658_400,73018.398,4159.9844,N,8739.4414,W,205,3,73340,73020.703,319.29700000000594,-23,-2.304999999993015
260330_201658_500,73018.5,4159.9844,N,8739.4414,W,223,3,73340,73020.703,319.29700000000594,-22,-2.202999999994063
260330_201658_600,73018.602,4159.9844,N,8739.4414,W,221,3,73340,73020.703,319.29700000000594,-21,-2.1009999999951106
260330_201658_700,73018.703,4159.9844,N,8739.4414,W,230,3,73340,73020.703,319.29700000000594,-20,-2.0
260330_201658_800,73018.797,4159.9844,N,8739.4414,W,232,3,73340,73020.703,319.29700000000594,-19,-1.9059999999881256
260330_201658_900,73018.898,4159.9844,N,8739.4414,W,234,3,73340,73020.703,319.29700000000594,-18,-1.804999999993015
260330_201659_000,73019.0,4159.9844,N,8739.4414,W,239,3,73340,73020.703,319.29700000000594,-17,-1.7029999999940628
260330_201659_100,73019.102,4159.9844,N,8739.4414,W,247,3,73340,73020.703,319.29700000000594,-16,-1.6009999999951106
260330_201659_200,73019.203,4159.9844,N,8739.4414,W,255,3,73340,73020.703,319.29700000000594,-15,-1.5
260330_201659_300,73019.297,4159.9844,N,8739.4414,W,263,3,73340,73020.703,319.29700000000594,-14,-1.4059999999881256
260330_201659_400,73019.398,4159.9844,N,8739.4414,W,269,3,73340,73020.703,319.29700000000594,-13,-1.304999999993015
260330_201659_500,73019.5,4159.9844,N,8739.4414,W,278,3,73340,73020.703,319.29700000000594,-12,-1.2029999999940628
260330_201659_600,73019.602,4159.9844,N,8739.4414,W,285,3,73340,73020.703,319.29700000000594,-11,-1.1009999999951106
260330_201659_700,73019.703,4159.9844,N,8739.4414,W,294,3,73340,73020.703,319.29700000000594,-10,-1.0
260330_201659_800,73019.797,4159.9844,N,8739.4414,W,303,3,73340,73020.703,319.29700000000594,-9,-0.9059999999881256
260330_201659_900,73019.898,4159.9844,N,8739.4414,W,312,3,73340,73020.703,319.29700000000594,-8,-0.8049999999930151
260330_201700_000,73020.0,4159.9844,N,8739.4414,W,322,3,73340,73020.703,319.29700000000594,-7,-0.7029999999940628
260330_201700_100,73020.102,4159.9844,N,8739.4414,W,331,3,73340,73020.703,319.29700000000594,-6,-0.6009999999951106
260330_201700_200,73020.203,4159.9844,N,8739.4414,W,343,3,73340,73020.703,319.29700000000594,-5,-0.5
260330_201700_300,73020.297,4159.9844,N,8739.4414,W,347,3,73340,73020.703,319.29700000000594,-4,-0.40599999998812564
260330_201700_400,73020.398,4159.9844,N,8739.4414,W,347,3,73340,73020.703,319.29700000000594,-3,-0.3049999999930151
260330_201700_500,73020.5,4159.9844,N,8739.4414,W,346,3,73340,73020.703,319.29700000000594,-2,-0.20299999999406282
260330_201700_600,73020.602,4159.9844,N,8739.4414,W,347,3,73340,73020.703,319.29700000000594,-1,-0.10099999999511056
260330_201700_700,73020.703,4159.9844,N,8739.4414,W,349,3,73340,73020.703,319.29700000000594,0,0.0
260330_201655_700,73015.703,4159.9844,N,8739.4414,W,212,4,73620,73020.703,599.2970000000059,-50,-5.0
260330_201655_800,73015.797,4159.9844,N,8739.4414,W,210,4,73620,73020.703,599.2970000000059,-49,-4.905999999988126
260330_201655_900,73015.898,4159.9844,N,8739.4414,W,209,4,73620,73020.703,599.2970000000059,-48,-4.804999999993015
260330_201656_000,73016.0,4159.9844,N,8739.4414,W,209,4,73620,73020.703,599.2970000000059,-47,-4.702999999994063
260330_201656_100,73016.102,4159.9844,N,8739.4414,W,211,4,73620,73020.703,599.2970000000059,-46,-4.600999999995111
260330_201656_200,73016.203,4159.9844,N,8739.4414,W,214,4,73620,73020.703,599.2970000000059,-45,-4.5
260330_201656_300,73016.297,4159.9844,N,8739.4414,W,218,4,73620,73020.703,599.2970000000059,-44,-4.405999999988126
260330_201656_400,73016.398,4159.9844,N,8739.4414,W,222,4,73620,73020.703,599.2970000000059,-43,-4.304999999993015
260330_201656_500,73016.5,4159.9844,N,8739.4414,W,224,4,73620,73020.703,599.2970000000059,-42,-4.202999999994063
260330_201656_600,73016.602,4159.9844,N,8739.4414,W,224,4,73620,73020.703,599.2970000000059,-41,-4.100999999995111
260330_201656_700,73016.703,4159.9844,N,8739.4414,W,223,4,73620,73020.703,599.2970000000059,-40,-4.0
260330_201656_800,73016.797,4159.9844,N,8739.4414,W,223,4,73620,73020.703,599.2970000000059,-39,-3.9059999999881256
260330_201656_900,73016.898,4159.9844,N,8739.4414,W,223,4,73620,73020.703,599.2970000000059,-38,-3.804999999993015
260330_201657_000,73017.0,4159.9844,N,8739.4414,W,222,4,73620,73020.703,599.2970000000059,-37,-3.702999999994063
260330_201657_100,73017.102,4159.9844,N,8739.4414,W,222,4,73620,73020.703,599.2970000000059,-36,-3.6009999999951106
260330_201657_200,73017.203,4159.9844,N,8739.4414,W,221,4,73620,73020.703,599.2970000000059,-35,-3.5
260330_201657_300,73017.297,4159.9844,N,8739.4414,W,221,4,73620,73020.703,599.2970000000059,-34,-3.4059999999881256
260330_201657_400,73017.398,4159.9844,N,8739.4414,W,220,4,73620,73020.703,599.2970000000059,-33,-3.304999999993015
260330_201657_500,73017.5,4159.9844,N,8739.4414,W,219,4,73620,73020.703,599.2970000000059,-32,-3.202999999994063
260330_201657_600,73017.602,4159.9844,N,8739.4414,W,202,4,73620,73020.703,599.2970000000059,-31,-3.1009999999951106
260330_201657_700,73017.703,4159.9844,N,8739.4414,W,202,4,73620,73020.703,599.2970000000059,-30,-3.0
260330_201657_800,73017.797,4159.9844,N,8739.4414,W,205,4,73620,73020.703,599.2970000000059,-29,-2.9059999999881256
260330_201657_900,73017.898,4159.9844,N,8739.4414,W,206,4,73620,73020.703,599.2970000000059,-28,-2.804999999993015
260330_201658_000,73018.0,4159.9844,N,8739.4414,W,208,4,73620,73020.703,599.2970000000059,-27,-2.702999999994063
260330_201658_100,73018.102,4159.9844,N,8739.4414,W,209,4,73620,73020.703,599.2970000000059,-26,-2.6009999999951106
260330_201658_200,73018.203,4159.9844,N,8739.4414,W,210,4,73620,73020.703,599.2970000000059,-25,-2.5
260330_201658_300,73018.297,4159.9844,N,8739.4414,W,209,4,73620,73020.703,599.2970000000059,-24,-2.4059999999881256
260330_201658_400,73018.398,4159.9844,N,8739.4414,W,205,4,73620,73020.703,599.2970000000059,-23,-2.304999999993015
260330_201658_500,73018.5,4159.9844,N,8739.4414,W,223,4,73620,73020.703,599.2970000000059,-22,-2.202999999994063
260330_201658_600,73018.602,4159.9844,N,8739.4414,W,221,4,73620,73020.703,599.2970000000059,-21,-2.1009999999951106
260330_201658_700,73018.703,4159.9844,N,8739.4414,W,230,4,73620,73020.703,599.2970000000059,-20,-2.0
260330_201658_800,73018.797,4159.9844,N,8739.4414,W,232,4,73620,73020.703,599.2970000000059,-19,-1.9059999999881256
260330_201658_900,73018.898,4159.9844,N,8739.4414,W,234,4,73620,73020.703,599.2970000000059,-18,-1.804999999993015
260330_201659_000,73019.0,4159.9844,N,8739.4414,W,239,4,73620,73020.703,599.2970000000059,-17,-1.7029999999940628
260330_201659_100,73019.102,4159.9844,N,8739.4414,W,247,4,73620,73020.703,599.2970000000059,-16,-1.6009999999951106
260330_201659_200,73019.203,4159.9844,N,8739.4414,W,255,4,73620,73020.703,599.2970000000059,-15,-1.5
260330_201659_300,73019.297,4159.9844,N,8739.4414,W,263,4,73620,73020.703,599.2970000000059,-14,-1.4059999999881256
260330_201659_400,73019.398,4159.9844,N,8739.4414,W,269,4,73620,73020.703,599.2970000000059,-13,-1.304999999993015
260330_201659_500,73019.5,4159.9844,N,8739.4414,W,278,4,73620,73020.703,599.2970000000059,-12,-1.2029999999940628
260330_201659_600,73019.602,4159.9844,N,8739.4414,W,285,4,73620,73020.703,599.2970000000059,-11,-1.1009999999951106
260330_201659_700,73019.703,4159.9844,N,8739.4414,W,294,4,73620,73020.703,599.2970000000059,-10,-1.0
260330_201659_800,73019.797,4159.9844,N,8739.4414,W,303,4,73620,73020.703,599.2970000000059,-9,-0.9059999999881256
260330_201659_900,73019.898,4159.9844,N,8739.4414,W,312,4,73620,73020.703,599.2970000000059,-8,-0.8049999999930151
260330_201700_000,73020.0,4159.9844,N,8739.4414,W,322,4,73620,73020.703,599.2970000000059,-7,-0.7029999999940628
260330_201700_100,73020.102,4159.9844,N,8739.4414,W,331,4,73620,73020.703,599.2970000000059,-6,-0.6009999999951106
260330_201700_200,73020.203,4159.9844,N,8739.4414,W,343,4,73620,73020.703,599.2970000000059,-5,-0.5
260330_201700_300,73020.297,4159.9844,N,8739.4414,W,347,4,73620,73020.703,599.2970000000059,-4,-0.40599999998812564
260330_201700_400,73020.398,4159.9844,N,8739.4414,W,347,4,73620,73020.703,599.2970000000059,-3,-0.3049999999930151
260330_201700_500,73020.5,4159.9844,N,8739.4414,W,346,4,73620,73020.703,599.2970000000059,-2,-0.20299999999406282
260330_201700_600,73020.602,4159.9844,N,8739.4414,W,347,4,73620,73020.703,599.2970000000059,-1,-0.10099999999511056
260330_201700_700,73020.703,4159.9844,N,8739.4414,W,349,4,73620,73020.703,599.2970000000059,0,0.0
260330_201655_700,73015.703,4159.9844,N,8739.4414,W,212,5,73730,73020.703,709.2970000000059,-50,-5.0
260330_201655_800,73015.797,4159.9844,N,8739.4414,W,210,5,73730,73020.703,709.2970000000059,-49,-4.905999999988126
260330_201655_900,73015.898,4159.9844,N,8739.4414,W,209,5,73730,73020.703,709.2970000000059,-48,-4.804999999993015
260330_201656_000,73016.0,4159.9844,N,8739.4414,W,209,5,73730,73020.703,709.2970000000059,-47,-4.702999999994063
260330_201656_100,73016.102,4159.9844,N,8739.4414,W,211,5,73730,73020.703,709.2970000000059,-46,-4.600999999995111
260330_201656_200,73016.203,4159.9844,N,8739.4414,W,214,5,73730,73020.703,709.2970000000059,-45,-4.5
260330_201656_300,73016.297,4159.9844,N,8739.4414,W,218,5,73730,73020.703,709.2970000000059,-44,-4.405999999988126
260330_201656_400,73016.398,4159.9844,N,8739.4414,W,222,5,73730,73020.703,709.2970000000059,-43,-4.304999999993015
260330_201656_500,73016.5,4159.9844,N,8739.4414,W,224,5,73730,73020.703,709.2970000000059,-42,-4.202999999994063
260330_201656_600,73016.602,4159.9844,N,8739.4414,W,224,5,73730,73020.703,709.2970000000059,-41,-4.100999999995111
260330_201656_700,73016.703,4159.9844,N,8739.4414,W,223,5,73730,73020.703,709.2970000000059,-40,-4.0
260330_201656_800,73016.797,4159.9844,N,8739.4414,W,223,5,73730,73020.703,709.2970000000059,-39,-3.9059999999881256
260330_201656_900,73016.898,4159.9844,N,8739.4414,W,223,5,73730,73020.703,709.2970000000059,-38,-3.804999999993015
260330_201657_000,73017.0,4159.9844,N,8739.4414,W,222,5,73730,73020.703,709.2970000000059,-37,-3.702999999994063
260330_201657_100,73017.102,4159.9844,N,8739.4414,W,222,5,73730,73020.703,709.2970000000059,-36,-3.6009999999951106
260330_201657_200,73017.203,4159.9844,N,8739.4414,W,221,5,73730,73020.703,709.2970000000059,-35,-3.5
260330_201657_300,73017.297,4159.9844,N,8739.4414,W,221,5,73730,73020.703,709.2970000000059,-34,-3.4059999999881256
260330_201657_400,73017.398,4159.9844,N,8739.4414,W,220,5,73730,73020.703,709.2970000000059,-33,-3.304999999993015
260330_201657_500,73017.5,4159.9844,N,8739.4414,W,219,5,73730,73020.703,709.2970000000059,-32,-3.202999999994063
260330_201657_600,73017.602,4159.9844,N,8739.4414,W,202,5,73730,73020.703,709.2970000000059,-31,-3.1009999999951106
260330_201657_700,73017.703,4159.9844,N,8739.4414,W,202,5,73730,73020.703,709.2970000000059,-30,-3.0
260330_201657_800,73017.797,4159.9844,N,8739.4414,W,205,5,73730,73020.703,709.2970000000059,-29,-2.9059999999881256
260330_201657_900,73017.898,4159.9844,N,8739.4414,W,206,5,73730,73020.703,709.2970000000059,-28,-2.804999999993015
260330_201658_000,73018.0,4159.9844,N,8739.4414,W,208,5,73730,73020.703,709.2970000000059,-27,-2.702999999994063
260330_201658_100,73018.102,4159.9844,N,8739.4414,W,209,5,73730,73020.703,709.2970000000059,-26,-2.6009999999951106
260330_201658_200,73018.203,4159.9844,N,8739.4414,W,210,5,73730,73020.703,709.2970000000059,-25,-2.5
260330_201658_300,73018.297,4159.9844,N,8739.4414,W,209,5,73730,73020.703,709.2970000000059,-24,-2.4059999999881256
260330_201658_400,73018.398,4159.9844,N,8739.4414,W,205,5,73730,73020.703,709.2970000000059,-23,-2.304999999993015
260330_201658_500,73018.5,4159.9844,N,8739.4414,W,223,5,73730,73020.703,709.2970000000059,-22,-2.202999999994063
260330_201658_600,73018.602,4159.9844,N,8739.4414,W,221,5,73730,73020.703,709.2970000000059,-21,-2.1009999999951106
260330_201658_700,73018.703,4159.9844,N,8739.4414,W,230,5,73730,73020.703,709.2970000000059,-20,-2.0
260330_201658_800,73018.797,4159.9844,N,8739.4414,W,232,5,73730,73020.703,709.2970000000059,-19,-1.9059999999881256
260330_201658_900,73018.898,4159.9844,N,8739.4414,W,234,5,73730,73020.703,709.2970000000059,-18,-1.804999999993015
260330_201659_000,73019.0,4159.9844,N,8739.4414,W,239,5,73730,73020.703,709.2970000000059,-17,-1.7029999999940628
260330_201659_100,73019.102,4159.9844,N,8739.4414,W,247,5,73730,73020.703,709.2970000000059,-16,-1.6009999999951106
260330_201659_200,73019.203,4159.9844,N,8739.4414,W,255,5,73730,73020.703,709.2970000000059,-15,-1.5
260330_201659_300,73019.297,4159.9844,N,8739.4414,W,263,5,73730,73020.703,709.2970000000059,-14,-1.4059999999881256
260330_201659_400,73019.398,4159.9844,N,8739.4414,W,269,5,73730,73020.703,709.2970000000059,-13,-1.304999999993015
260330_201659_500,73019.5,4159.9844,N,8739.4414,W,278,5,73730,73020.703,709.2970000000059,-12,-1.2029999999940628
260330_201659_600,73019.602,4159.9844,N,8739.4414,W,285,5,73730,73020.703,709.2970000000059,-11,-1.1009999999951106
260330_201659_700,73019.703,4159.9844,N,8739.4414,W,294,5,73730,73020.703,709.2970000000059,-10,-1.0
260330_201659_800,73019.797,4159.9844,N,8739.4414,W,303,5,73730,73020.703,709.2970000000059,-9,-0.9059999999881256
260330_201659_900,73019.898,4159.9844,N,8739.4414,W,312,5,73730,73020.703,709.2970000000059,-8,-0.8049999999930151
260330_201700_000,73020.0,4159.9844,N,8739.4414,W,322,5,73730,73020.703,709.2970000000059,-7,-0.7029999999940628
260330_201700_100,73020.102,4159.9844,N,8739.4414,W,331,5,73730,73020.703,709.2970000000059,-6,-0.6009999999951106
260330_201700_200,73020.203,4159.9844,N,8739.4414,W,343,5,73730,73020.703,709.2970000000059,-5,-0.5
260330_201700_300,73020.297,4159.9844,N,8739.4414,W,347,5,73730,73020.703,709.2970000000059,-4,-0.40599999998812564
260330_201700_400,73020.398,4159.9844,N,8739.4414,W,347,5,73730,73020.703,709.2970000000059,-3,-0.3049999999930151
260330_201700_500,73020.5,4159.9844,N,8739.4414,W,346,5,73730,73020.703,709.2970000000059,-2,-0.20299999999406282
260330_201700_600,73020.602,4159.9844,N,8739.4414,W,347,5,73730,73020.703,709.2970000000059,-1,-0.10099999999511056
260330_201700_700,73020.703,4159.9844,N,8739.4414,W,349,5,73730,73020.703,709.2970000000059,0,0.0
260330_201655_700,73015.703,4159.9844,N,8739.4414,W,212,6,73740,73020.703,719.2970000000059,-50,-5.0
260330_201655_800,73015.797,4159.9844,N,8739.4414,W,210,6,73740,73020.703,719.2970000000059,-49,-4.905999999988126
260330_201655_900,73015.898,4159.9844,N,8739.4414,W,209,6,73740,73020.703,719.2970000000059,-48,-4.804999999993015
260330_201656_000,73016.0,4159.9844,N,8739.4414,W,209,6,73740,73020.703,719.2970000000059,-47,-4.702999999994063
260330_201656_100,73016.102,4159.9844,N,8739.4414,W,211,6,73740,73020.703,719.2970000000059,-46,-4.600999999995111
260330_201656_200,73016.203,4159.9844,N,8739.4414,W,214,6,73740,73020.703,719.2970000000059,-45,-4.5
260330_201656_300,73016.297,4159.9844,N,8739.4414,W,218,6,73740,73020.703,719.2970000000059,-44,-4.405999999988126
260330_201656_400,73016.398,4159.9844,N,8739.4414,W,222,6,73740,73020.703,719.2970000000059,-43,-4.304999999993015
260330_201656_500,73016.5,4159.9844,N,8739.4414,W,224,6,73740,73020.703,719.2970000000059,-42,-4.202999999994063
260330_201656_600,73016.602,4159.9844,N,8739.4414,W,224,6,73740,73020.703,719.2970000000059,-41,-4.100999999995111
260330_201656_700,73016.703,4159.9844,N,8739.4414,W,223,6,73740,73020.703,719.2970000000059,-40,-4.0
260330_201656_800,73016.797,4159.9844,N,8739.4414,W,223,6,73740,73020.703,719.2970000000059,-39,-3.9059999999881256
260330_201656_900,73016.898,4159.9844,N,8739.4414,W,223,6,73740,73020.703,719.2970000000059,-38,-3.804999999993015
260330_201657_000,73017.0,4159.9844,N,8739.4414,W,222,6,73740,73020.703,719.2970000000059,-37,-3.702999999994063
260330_201657_100,73017.102,4159.9844,N,8739.4414,W,222,6,73740,73020.703,719.2970000000059,-36,-3.6009999999951106
260330_201657_200,73017.203,4159.9844,N,8739.4414,W,221,6,73740,73020.703,719.2970000000059,-35,-3.5
260330_201657_300,73017.297,4159.9844,N,8739.4414,W,221,6,73740,73020.703,719.2970000000059,-34,-3.4059999999881256
260330_201657_400,73017.398,4159.9844,N,8739.4414,W,220,6,73740,73020.703,719.2970000000059,-33,-3.304999999993015
260330_201657_500,73017.5,4159.9844,N,8739.4414,W,219,6,73740,73020.703,719.2970000000059,-32,-3.202999999994063
260330_201657_600,73017.602,4159.9844,N,8739.4414,W,202,6,73740,73020.703,719.2970000000059,-31,-3.1009999999951106
260330_201657_700,73017.703,4159.9844,N,8739.4414,W,202,6,73740,73020.703,719.2970000000059,-30,-3.0
260330_201657_800,73017.797,4159.9844,N,8739.4414,W,205,6,73740,73020.703,719.2970000000059,-29,-2.9059999999881256
260330_201657_900,73017.898,4159.9844,N,8739.4414,W,206,6,73740,73020.703,719.2970000000059,-28,-2.804999999993015
260330_201658_000,73018.0,4159.9844,N,8739.4414,W,208,6,73740,73020.703,719.2970000000059,-27,-2.702999999994063
260330_201658_100,73018.102,4159.9844,N,8739.4414,W,209,6,73740,73020.703,719.2970000000059,-26,-2.6009999999951106
260330_201658_200,73018.203,4159.9844,N,8739.4414,W,210,6,73740,73020.703,719.2970000000059,-25,-2.5
260330_201658_300,73018.297,4159.9844,N,8739.4414,W,209,6,73740,73020.703,719.2970000000059,-24,-2.4059999999881256
260330_201658_400,73018.398,4159.9844,N,8739.4414,W,205,6,73740,73020.703,719.2970000000059,-23,-2.304999999993015
260330_201658_500,73018.5,4159.9844,N,8739.4414,W,223,6,73740,73020.703,719.2970000000059,-22,-2.202999999994063
260330_201658_600,73018.602,4159.9844,N,8739.4414,W,221,6,73740,73020.703,719.2970000000059,-21,-2.1009999999951106
260330_201658_700,73018.703,4159.9844,N,8739.4414,W,230,6,73740,73020.703,719.2970000000059,-20,-2.0
260330_201658_800,73018.797,4159.9844,N,8739.4414,W,232,6,73740,73020.703,719.2970000000059,-19,-1.9059999999881256
260330_201658_900,73018.898,4159.9844,N,8739.4414,W,234,6,73740,73020.703,719.2970000000059,-18,-1.804999999993015
260330_201659_000,73019.0,4159.9844,N,8739.4414,W,239,6,73740,73020.703,719.2970000000059,-17,-1.7029999999940628
260330_201659_100,73019.102,4159.9844,N,8739.4414,W,247,6,73740,73020.703,719.2970000000059,-16,-1.6009999999951106
260330_201659_200,73019.203,4159.9844,N,8739.4414,W,255,6,73740,73020.703,719.2970000000059,-15,-1.5
260330_201659_300,73019.297,4159.9844,N,8739.4414,W,263,6,73740,73020.703,719.2970000000059,-14,-1.4059999999881256
260330_201659_400,73019.398,4159.9844,N,8739.4414,W,269,6,73740,73020.703,719.2970000000059,-13,-1.304999999993015
260330_201659_500,73019.5,4159.9844,N,8739.4414,W,278,6,73740,73020.703,719.2970000000059,-12,-1.2029999999940628
260330_201659_600,73019.602,4159.9844,N,8739.4414,W,285,6,73740,73020.703,719.2970000000059,-11,-1.1009999999951106
260330_201659_700,73019.703,4159.9844,N,8739.4414,W,294,6,73740,73020.703,719.2970000000059,-10,-1.0
260330_201659_800,73019.797,4159.9844,N,8739.4414,W,303,6,73740,73020.703,719.2970000000059,-9,-0.9059999999881256
260330_201659_900,73019.898,4159.9844,N,8739.4414,W,312,6,73740,73020.703,719.2970000000059,-8,-0.8049999999930151
260330_201700_000,73020.0,4159.9844,N,8739.4414,W,322,6,73740,73020.703,719.2970000000059,-7,-0.7029999999940628
260330_201700_100,73020.102,4159.9844,N,8739.4414,W,331,6,73740,73020.703,719.2970000000059,-6,-0.6009999999951106
260330_201700_200,73020.203,4159.9844,N,8739.4414,W,343,6,73740,73020.703,719.2970000000059,-5,-0.5
260330_201700_300,73020.297,4159.9844,N,8739.4414,W,347,6,73740,73020.703,719.2970000000059,-4,-0.40599999998812564
260330_201700_400,73020.398,4159.9844,N,8739.4414,W,347,6,73740,73020.703,719.2970000000059,-3,-0.3049999999930151
260330_201700_500,73020.5,4159.9844,N,8739.4414,W,346,6,73740,73020.703,719.2970000000059,-2,-0.20299999999406282
260330_201700_600,73020.602,4159.9844,N,8739.4414,W,347,6,73740,73020.703,719.2970000000059,-1,-0.10099999999511056
260330_201700_700,73020.703,4159.9844,N,8739.4414,W,349,6,73740,73020.703,719.2970000000059,0,0.0
260330_201655_700,73015.703,4159.9844,N,8739.4414,W,212,7,73820,73020.703,799.2970000000059,-50,-5.0
260330_201655_800,73015.797,4159.9844,N,8739.4414,W,210,7,73820,73020.703,799.2970000000059,-49,-4.905999999988126
260330_201655_900,73015.898,4159.9844,N,8739.4414,W,209,7,73820,73020.703,799.2970000000059,-48,-4.804999999993015
260330_201656_000,73016.0,4159.9844,N,8739.4414,W,209,7,73820,73020.703,799.2970000000059,-47,-4.702999999994063
260330_201656_100,73016.102,4159.9844,N,8739.4414,W,211,7,73820,73020.703,799.2970000000059,-46,-4.600999999995111
260330_201656_200,73016.203,4159.9844,N,8739.4414,W,214,7,73820,73020.703,799.2970000000059,-45,-4.5
260330_201656_300,73016.297,4159.9844,N,8739.4414,W,218,7,73820,73020.703,799.2970000000059,-44,-4.405999999988126
260330_201656_400,73016.398,4159.9844,N,8739.4414,W,222,7,73820,73020.703,799.2970000000059,-43,-4.304999999993015
260330_201656_500,73016.5,4159.9844,N,8739.4414,W,224,7,73820,73020.703,799.2970000000059,-42,-4.202999999994063
260330_201656_600,73016.602,4159.9844,N,8739.4414,W,224,7,73820,73020.703,799.2970000000059,-41,-4.100999999995111
260330_201656_700,73016.703,4159.9844,N,8739.4414,W,223,7,73820,73020.703,799.2970000000059,-40,-4.0
260330_201656_800,73016.797,4159.9844,N,8739.4414,W,223,7,73820,73020.703,799.2970000000059,-39,-3.9059999999881256
260330_201656_900,73016.898,4159.9844,N,8739.4414,W,223,7,73820,73020.703,799.2970000000059,-38,-3.804999999993015
260330_201657_000,73017.0,4159.9844,N,8739.4414,W,222,7,73820,73020.703,799.2970000000059,-37,-3.702999999994063
260330_201657_100,73017.102,4159.9844,N,8739.4414,W,222,7,73820,73020.703,799.2970000000059,-36,-3.6009999999951106
260330_201657_200,73017.203,4159.9844,N,8739.4414,W,221,7,73820,73020.703,799.2970000000059,-35,-3.5
260330_201657_300,73017.297,4159.9844,N,8739.4414,W,221,7,73820,73020.703,799.2970000000059,-34,-3.4059999999881256
260330_201657_400,73017.398,4159.9844,N,8739.4414,W,220,7,73820,73020.703,799.2970000000059,-33,-3.304999999993015
260330_201657_500,73017.5,4159.9844,N,8739.4414,W,219,7,73820,73020.703,799.2970000000059,-32,-3.202999999994063
260330_201657_600,73017.602,4159.9844,N,8739.4414,W,202,7,73820,73020.703,799.2970000000059,-31,-3.1009999999951106
260330_201657_700,73017.703,4159.9844,N,8739.4414,W,202,7,73820,73020.703,799.2970000000059,-30,-3.0
260330_201657_800,73017.797,4159.9844,N,8739.4414,W,205,7,73820,73020.703,799.2970000000059,-29,-2.9059999999881256
260330_201657_900,73017.898,4159.9844,N,8739.4414,W,206,7,73820,73020.703,799.2970000000059,-28,-2.804999999993015
260330_201658_000,73018.0,4159.9844,N,8739.4414,W,208,7,73820,73020.703,799.2970000000059,-27,-2.702999999994063
260330_201658_100,73018.102,4159.9844,N,8739.4414,W,209,7,73820,73020.703,799.2970000000059,-26,-2.6009999999951106
260330_201658_200,73018.203,4159.9844,N,8739.4414,W,210,7,73820,73020.703,799.2970000000059,-25,-2.5
260330_201658_300,73018.297,4159.9844,N,8739.4414,W,209,7,73820,73020.703,799.2970000000059,-24,-2.4059999999881256
260330_201658_400,73018.398,4159.9844,N,8739.4414,W,205,7,73820,73020.703,799.2970000000059,-23,-2.304999999993015
260330_201658_500,73018.5,4159.9844,N,8739.4414,W,223,7,73820,73020.703,799.2970000000059,-22,-2.202999999994063
260330_201658_600,73018.602,4159.9844,N,8739.4414,W,221,7,73820,73020.703,799.2970000000059,-21,-2.1009999999951106
260330_201658_700,73018.703,4159.9844,N,8739.4414,W,230,7,73820,73020.703,799.2970000000059,-20,-2.0
260330_201658_800,73018.797,4159.9844,N,8739.4414,W,232,7,73820,73020.703,799.2970000000059,-19,-1.9059999999881256
260330_201658_900,73018.898,4159.9844,N,8739.4414,W,234,7,73820,73020.703,799.2970000000059,-18,-1.804999999993015
260330_201659_000,73019.0,4159.9844,N,8739.4414,W,239,7,73820,73020.703,799.2970000000059,-17,-1.7029999999940628
260330_201659_100,73019.102,4159.9844,N,8739.4414,W,247,7,73820,73020.703,799.2970000000059,-16,-1.6009999999951106
260330_201659_200,73019.203,4159.9844,N,8739.4414,W,255,7,73820,73020.703,799.2970000000059,-15,-1.5
260330_201659_300,73019.297,4159.9844,N,8739.4414,W,263,7,73820,73020.703,799.2970000000059,-14,-1.4059999999881256
260330_201659_400,73019.398,4159.9844,N,8739.4414,W,269,7,73820,73020.703,799.2970000000059,-13,-1.304999999993015
260330_201659_500,73019.5,4159.9844,N,8739.4414,W,278,7,73820,73020.703,799.2970000000059,-12,-1.2029999999940628
260330_201659_600,73019.602,4159.9844,N,8739.4414,W,285,7,73820,73020.703,799.2970000000059,-11,-1.1009999999951106
260330_201659_700,73019.703,4159.9844,N,8739.4414,W,294,7,73820,73020.703,799.2970000000059,-10,-1.0
260330_201659_800,73019.797,4159.9844,N,8739.4414,W,303,7,73820,73020.703,799.2970000000059,-9,-0.9059999999881256
260330_201659_900,73019.898,4159.9844,N,8739.4414,W,312,7,73820,73020.703,799.2970000000059,-8,-0.8049999999930151
260330_201700_000,73020.0,4159.9844,N,8739.4414,W,322,7,73820,73020.703,799.2970000000059,-7,-0.7029999999940628
260330_201700_100,73020.102,4159.9844,N,8739.4414,W,331,7,73820,73020.703,799.2970000000059,-6,-0.6009999999951106
260330_201700_200,73020.203,4159.9844,N,8739.4414,W,343,7,73820,73020.703,799.2970000000059,-5,-0.5
260330_201700_300,73020.297,4159.9844,N,8739.4414,W,347,7,73820,73020.703,799.2970000000059,-4,-0.40599999998812564
260330_201700_400,73020.398,4159.9844,N,8739.4414,W,347,7,73820,73020.703,799.2970000000059,-3,-0.3049999999930151
260330_201700_500,73020.5,4159.9844,N,8739.4414,W,346,7,73820,73020.703,799.2970000000059,-2,-0.20299999999406282
260330_201700_600,73020.602,4159.9844,N,8739.4414,W,347,7,73820,73020.703,799.2970000000059,-1,-0.10099999999511056
260330_201700_700,73020.703,4159.9844,N,8739.4414,W,349,7,73820,73020.703,799.2970000000059,0,0.0
260330_201655_700,73015.703,4159.9844,N,8739.4414,W,212,8,73841,73020.703,820.2970000000059,-50,-5.0
