timecode,lat,lat_dir,lon,lon_dir,sensor
260324_012812_900,4159.9849,N,8739.3779,W,210
260324_012813_000,4159.9849,N,8739.3779,W,210
260324_012813_100,4159.9849,N,8739.3779,W,210
260324_012813_200,4159.9849,N,8739.3779,W,210
260324_012813_300,4159.9849,N,8739.3779,W,210
260324_012813_400,4159.9849,N,8739.3779,W,210
260324_012813_500,4159.9849,N,8739.3779,W,209
260324_012813_600,4159.9849,N,8739.3779,W,209
260324_012813_700,4159.9849,N,8739.3779,W,209
260324_012813_800,4159.9849,N,8739.3779,W,209
260324_012813_900,4159.9849,N,8739.3779,W,209
260324_012814_000,4159.9849,N,8739.3779,W,209
260324_012814_000,4159.9849,N,8739.3799,W,209
260324_012814_100,4159.9849,N,8739.3799,W,209
260324_012814_200,4159.9849,N,8739.3799,W,209
260324_012814_300,4159.9849,N,8739.3799,W,208
260324_012814_400,4159.9849,N,8739.3799,W,208
260324_012814_500,4159.9849,N,8739.3799,W,209
260324_012814_600,4159.9849,N,8739.3799,W,209
260324_012814_700,4159.9849,N,8739.3799,W,209
260324_012814_800,4159.9849,N,8739.3799,W,209
260324_012815_000,4159.9849,N,8739.3818,W,209
260324_012815_100,4159.9849,N,8739.3818,W,209
260324_012815_200,4159.9849,N,8739.3818,W,208
260324_012815_300,4159.9849,N,8739.3818,W,207
260324_012815_400,4159.9849,N,8739.3818,W,205
260324_012815_500,4159.9849,N,8739.3818,W,204
260324_012815_600,4159.9849,N,8739.3818,W,205
260324_012815_700,4159.9849,N,8739.3818,W,205
260324_012815_800,4159.9849,N,8739.3818,W,205
260324_012815_900,4159.9849,N,8739.3818,W,204
260324_012816_000,4159.9844,N,8739.3848,W,208
260324_012816_100,4159.9844,N,8739.3848,W,208
260324_012816_200,4159.9844,N,8739.3848,W,207
260324_012816_300,4159.9844,N,8739.3848,W,206
260324_012816_400,4159.9844,N,8739.3848,W,206
260324_012816_500,4159.9844,N,8739.3848,W,206
260324_012816_600,4159.9844,N,8739.3848,W,206
260324_012816_700,4159.9844,N,8739.3848,W,206
260324_012816_800,4159.9844,N,8739.3848,W,206
260324_012816_900,4159.9844,N,8739.3848,W,207
260324_012817_000,4159.9844,N,8739.3867,W,207
260324_012817_100,4159.9844,N,8739.3867,W,207
260324_012817_200,4159.9844,N,8739.3867,W,207
260324_012817_300,4159.9844,N,8739.3867,W,207
260324_012817_400,4159.9844,N,8739.3867,W,207
260324_012817_500,4159.9844,N,8739.3867,W,207
260324_012817_600,4159.9844,N,8739.3867,W,208
260324_012817_700,4159.9844,N,8739.3867,W,208
260324_012817_800,4159.9844,N,8739.3867,W,208
260324_012817_900,4159.9844,N,8739.3867,W,208
260324_012818_000,4159.9839,N,8739.3867,W,208
260324_012818_100,4159.9839,N,8739.3867,W,208
260324_012818_200,4159.9839,N,8739.3867,W,208
260324_012818_300,4159.9839,N,8739.3867,W,208
260324_012818_400,4159.9839,N,8739.3867,W,208
260324_012818_500,4159.9839,N,8739.3867,W,208
260324_012818_600,4159.9839,N,8739.3867,W,208
260324_012818_700,4159.9839,N,8739.3867,W,208
260324_012818_800,4159.9839,N,8739.3867,W,208
260324_012818_900,4159.9839,N,8739.3867,W,208
260324_012819_000,4159.9844,N,8739.3857,W,208
260324_012819_100,4159.9844,N,8739.3857,W,208
260324_012819_200,4159.9844,N,8739.3857,W,208
260324_012819_300,4159.9844,N,8739.3857,W,208
260324_012819_400,4159.9844,N,8739.3857,W,208
260324_012819_500,4159.9844,N,8739.3857,W,208
260324_012819_600,4159.9844,N,8739.3857,W,208
260324_012819_700,4159.9844,N,8739.3857,W,208
260324_012819_800,4159.9844,N,8739.3857,W,208
260324_012819_900,4159.9844,N,8739.3857,W,208
260324_012820_000,4159.9844,N,8739.3848,W,208
260324_012820_100,4159.9844,N,8739.3848,W,208
260324_012820_200,4159.9844,N,8739.3848,W,208
260324_012820_300,4159.9844,N,8739.3848,W,208
260324_012820_400,4159.9844,N,8739.3848,W,208
260324_012820_500,4159.9844,N,8739.3848,W,208
260324_012820_600,4159.9844,N,8739.3848,W,208
260324_012820_700,4159.9844,N,8739.3848,W,208
260324_012820_800,4159.9844,N,8739.3848,W,208
260324_012820_900,4159.9844,N,8739.3848,W,208
260324_012821_000,4159.9849,N,8739.3838,W,208
260324_012821_100,4159.9849,N,8739.3838,W,209
260324_012821_200,4159.9849,N,8739.3838,W,213
260324_012821_300,4159.9849,N,8739.3838,W,212
260324_012821_400,4159.9849,N,8739.3838,W,212
260324_012821_500,4159.9849,N,8739.3838,W,212
260324_012821_600,4159.9849,N,8739.3838,W,212
260324_012821_700,4159.9849,N,8739.3838,W,211
260324_012821_800,4159.9849,N,8739.3838,W,211
260324_012821_900,4159.9849,N,8739.3838,W,210
260324_012822_000,4159.9849,N,8739.3838,W,210
260324_012822_100,4159.9849,N,8739.3838,W,210
260324_012822_200,4159.9849,N,8739.3838,W,210
260324_012822_300,4159.9849,N,8739.3838,W,210
260324_012822_400,4159.9849,N,8739.3838,W,209
260324_012822_500,4159.9849,N,8739.3838,W,209
260324_012822_600,4159.9849,N,8739.3838,W,209
260324_012822_700,4159.9849,N,8739.3838,W,209
260324_012822_800,4159.9849,N,8739.3838,W,209
260324_012822_900,4159.9849,N,8739.3838,W,209
260324_012823_000,4159.9849,N,8739.3838,W,209
260324_012823_100,4159.9849,N,8739.3838,W,209
260324_012823_200,4159.9849,N,8739.3838,W,209
260324_012823_300,4159.9849,N,8739.3838,W,208
260324_012823_400,4159.9849,N,8739.3838,W,208
260324_012823_500,4159.9849,N,8739.3838,W,208
260324_012823_600,4159.9849,N,8739.3838,W,208
260324_012823_700,4159.9849,N,8739.3838,W,208
260324_012823_800,4159.9849,N,8739.3838,W,208
260324_012823_900,4159.9849,N,8739.3838,W,208
260324_012824_000,4159.9849,N,8739.3838,W,208
260324_012824_100,4159.9849,N,8739.3838,W,208
260324_012824_200,4159.9849,N,8739.3838,W,208
260324_012824_300,4159.9849,N,8739.3838,W,208
260324_012824_400,4159.9849,N,8739.3838,W,208
260324_012824_500,4159.9849,N,8739.3838,W,208
260324_012824_600,4159.9849,N,8739.3838,W,208
260324_012824_700,4159.9849,N,8739.3838,W,208
260324_012824_800,4159.9849,N,8739.3838,W,208
260324_012824_900,4159.9849,N,8739.3838,W,208
260324_012825_000,4159.9849,N,8739.3838,W,208
260324_012825_100,4159.9849,N,8739.3838,W,208
260324_012825_200,4159.9849,N,8739.3838,W,208
260324_012825_300,4159.9849,N,8739.3838,W,208
260324_012825_400,4159.9849,N,8739.3838,W,208
260324_012825_500,4159.9849,N,8739.3838,W,208
260324_012825_600,4159.9849,N,8739.3838,W,208
260324_012825_700,4159.9849,N,8739.3838,W,208
260324_012825_800,4159.9849,N,8739.3838,W,208
260324_012825_900,4159.9849,N,8739.3838,W,208
260324_012826_000,4159.9849,N,8739.3838,W,208
260324_012826_100,4159.9849,N,8739.3838,W,208
260324_012826_200,4159.9849,N,8739.3838,W,208
260324_012826_300,4159.9849,N,8739.3838,W,208
260324_012826_400,4159.9849,N,8739.3838,W,208
260324_012826_500,4159.9849,N,8739.3838,W,208
260324_012826_600,4159.9849,N,8739.3838,W,208
260324_012826_700,4159.9849,N,8739.3838,W,208
260324_012826_800,4159.9849,N,8739.3838,W,208
260324_012826_900,4159.9849,N,8739.3838,W,208
260324_012827_000,4159.9854,N,8739.3828,W,208
260324_012827_100,4159.9854,N,8739.3828,W,208
260324_012827_200,4159.9854,N,8739.3828,W,208
260324_012827_300,4159.9854,N,8739.3828,W,208
260324_012827_400,4159.9854,N,8739.3828,W,208
260324_012827_500,4159.9854,N,8739.3828,W,208
260324_012827_600,4159.9854,N,8739.3828,W,208
260324_012827_700,4159.9854,N,8739.3828,W,208
260324_012827_800,4159.9854,N,8739.3828,W,208
260324_012827_900,4159.9854,N,8739.3828,W,208
260324_012828_000,4159.9858,N,8739.3828,W,208
260324_012828_100,4159.9858,N,8739.3828,W,208
260324_012828_200,4159.9858,N,8739.3828,W,208
260324_012828_300,4159.9858,N,8739.3828,W,208
260324_012828_400,4159.9858,N,8739.3828,W,208
260324_012828_500,4159.9858,N,8739.3828,W,208
260324_012828_600,4159.9858,N,8739.3828,W,208
260324_012828_700,4159.9858,N,8739.3828,W,208
260324_012828_800,4159.9858,N,8739.3828,W,208
260324_012828_900,4159.9858,N,8739.3828,W,208
260324_012829_000,4159.9858,N,8739.3818,W,208
260324_012829_100,4159.9858,N,8739.3818,W,208
260324_012829_200,4159.9858,N,8739.3818,W,208
260324_012829_300,4159.9858,N,8739.3818,W,208
260324_012829_400,4159.9858,N,8739.3818,W,208
260324_012829_500,4159.9858,N,8739.3818,W,208
260324_012829_600,4159.9858,N,8739.3818,W,208
260324_012829_700,4159.9858,N,8739.3818,W,208
260324_012829_800,4159.9858,N,8739.3818,W,208
260324_012829_900,4159.9858,N,8739.3818,W,208
260324_012830_000,4159.9858,N,8739.3818,W,208
260324_012830_100,4159.9858,N,8739.3818,W,208
260324_012830_200,4159.9858,N,8739.3818,W,208
260324_012830_300,4159.9858,N,8739.3818,W,208
260324_012830_400,4159.9858,N,8739.3818,W,208
260324_012830_500,4159.9858,N,8739.3818,W,208
260324_012830_600,4159.9858,N,8739.3818,W,208
260324_012830_700,4159.9858,N,8739.3818,W,208
260324_012830_800,4159.9858,N,8739.3818,W,208
260324_012830_900,4159.9858,N,8739.3818,W,208
260324_012831_000,4159.9858,N,8739.3828,W,208
260324_012831_100,4159.9858,N,8739.3828,W,208
260324_012831_200,4159.9858,N,8739.3828,W,208
260324_012831_300,4159.9858,N,8739.3828,W,208
260324_012831_400,4159.9858,N,8739.3828,W,208
260324_012831_500,4159.9858,N,8739.3828,W,208
260324_012831_600,4159.9858,N,8739.3828,W,208
260324_012831_700,4159.9858,N,8739.3828,W,208
260324_012831_800,4159.9858,N,8739.3828,W,208
260324_012831_900,4159.9858,N,8739.3828,W,208
260324_012832_000,4159.9858,N,8739.3838,W,208
260324_012832_100,4159.9858,N,8739.3838,W,208
260324_012832_200,4159.9858,N,8739.3838,W,208
260324_012832_300,4159.9858,N,8739.3838,W,208
260324_012832_400,4159.9858,N,8739.3838,W,208
260324_012832_500,4159.9858,N,8739.3838,W,208
260324_012832_600,4159.9858,N,8739.3838,W,208
260324_012832_700,4159.9858,N,8739.3838,W,208
260324_012832_800,4159.9858,N,8739.3838,W,208
260324_012832_900,4159.9858,N,8739.3838,W,209
260324_012833_000,4159.9858,N,8739.3848,W,208
260324_012833_100,4159.9858,N,8739.3848,W,208
260324_012833_200,4159.9858,N,8739.3848,W,208
260324_012833_300,4159.9858,N,8739.3848,W,208
260324_012833_400,4159.9858,N,8739.3848,W,208
260324_012833_500,4159.9858,N,8739.3848,W,208
260324_012833_600,4159.9858,N,8739.3848,W,209
260324_012833_700,4159.9858,N,8739.3848,W,208
260324_012833_800,4159.9858,N,8739.3848,W,210
260324_012833_900,4159.9858,N,8739.3848,W,211
260324_012834_000,4159.9863,N,8739.3848,W,212
260324_012834_100,4159.9863,N,8739.3848,W,213
260324_012834_200,4159.9863,N,8739.3848,W,213
260324_012834_300,4159.9863,N,8739.3848,W,212
260324_012834_400,4159.9863,N,8739.3848,W,211
260324_012834_500,4159.9863,N,8739.3848,W,210
