timecode,lat,lat_dir,lon,lon_dir,sensor
260324_221522_800,4200.1016,N,8739.4414,W,207
260324_221523_000,4200.1021,N,8739.4404,W,207
260324_221523_100,4200.1021,N,8739.4404,W,207
260324_221523_200,4200.1021,N,8739.4404,W,207
260324_221523_300,4200.1021,N,8739.4404,W,207
260324_221523_400,4200.1021,N,8739.4404,W,207
260324_221523_500,4200.1021,N,8739.4404,W,207
260324_221523_600,4200.1021,N,8739.4404,W,207
260324_221523_700,4200.1021,N,8739.4404,W,207
260324_221523_800,4200.1021,N,8739.4404,W,207
260324_221523_900,4200.1021,N,8739.4404,W,207
260324_221524_000,4200.1030,N,8739.4395,W,207
260324_221524_100,4200.1030,N,8739.4395,W,207
260324_221524_200,4200.1030,N,8739.4395,W,207
260324_221524_300,4200.1030,N,8739.4395,W,207
260324_221524_400,4200.1030,N,8739.4395,W,207
260324_221524_500,4200.1030,N,8739.4395,W,207
260324_221524_600,4200.1030,N,8739.4395,W,207
260324_221524_700,4200.1030,N,8739.4395,W,207
260324_221524_800,4200.1030,N,8739.4395,W,207
260324_221524_900,4200.1030,N,8739.4395,W,207
260324_221525_000,4200.1040,N,8739.4385,W,207
260324_221525_100,4200.1040,N,8739.4385,W,207
260324_221525_200,4200.1040,N,8739.4385,W,207
260324_221525_300,4200.1040,N,8739.4385,W,207
260324_221525_400,4200.1040,N,8739.4385,W,207
260324_221525_500,4200.1040,N,8739.4385,W,207
260324_221525_600,4200.1040,N,8739.4385,W,207
260324_221525_700,4200.1040,N,8739.4385,W,207
260324_221525_800,4200.1040,N,8739.4385,W,207
260324_221525_900,4200.1040,N,8739.4385,W,207
260324_221526_000,4200.1050,N,8739.4385,W,207
260324_221526_100,4200.1050,N,8739.4385,W,207
260324_221526_200,4200.1050,N,8739.4385,W,207
260324_221526_300,4200.1050,N,8739.4385,W,207
260324_221526_400,4200.1050,N,8739.4385,W,207
260324_221526_500,4200.1050,N,8739.4385,W,207
260324_221526_600,4200.1050,N,8739.4385,W,207
260324_221526_700,4200.1050,N,8739.4385,W,207
260324_221526_800,4200.1050,N,8739.4385,W,207
260324_221526_900,4200.1050,N,8739.4385,W,207
260324_221527_000,4200.1069,N,8739.4375,W,207
260324_221527_100,4200.1069,N,8739.4375,W,207
260324_221527_200,4200.1069,N,8739.4375,W,207
260324_221527_300,4200.1069,N,8739.4375,W,207
260324_221527_400,4200.1069,N,8739.4375,W,207
260324_221527_500,4200.1069,N,8739.4375,W,207
260324_221527_600,4200.1069,N,8739.4375,W,207
260324_221527_700,4200.1069,N,8739.4375,W,207
260324_221527_800,4200.1069,N,8739.4375,W,207
260324_221527_900,4200.1069,N,8739.4375,W,207
260324_221528_000,4200.1089,N,8739.4365,W,207
260324_221528_100,4200.1089,N,8739.4365,W,207
260324_221528_200,4200.1089,N,8739.4365,W,207
260324_221528_300,4200.1089,N,8739.4365,W,207
260324_221528_400,4200.1089,N,8739.4365,W,207
260324_221528_500,4200.1089,N,8739.4365,W,207
260324_221528_600,4200.1089,N,8739.4365,W,207
260324_221528_700,4200.1089,N,8739.4365,W,207
260324_221528_800,4200.1089,N,8739.4365,W,207
260324_221528_900,4200.1089,N,8739.4365,W,207
260324_221529_000,4200.1113,N,8739.4365,W,207
260324_221529_100,4200.1113,N,8739.4365,W,207
260324_221529_200,4200.1113,N,8739.4365,W,207
260324_221529_300,4200.1113,N,8739.4365,W,207
260324_221529_400,4200.1113,N,8739.4365,W,207
260324_221529_500,4200.1113,N,8739.4365,W,207
260324_221529_600,4200.1113,N,8739.4365,W,207
260324_221529_700,4200.1113,N,8739.4365,W,207
260324_221529_800,4200.1113,N,8739.4365,W,207
260324_221529_900,4200.1113,N,8739.4365,W,207
260324_221530_000,4200.1143,N,8739.4355,W,207
260324_221530_100,4200.1143,N,8739.4355,W,207
260324_221530_200,4200.1143,N,8739.4355,W,207
260324_221530_300,4200.1143,N,8739.4355,W,207
260324_221530_400,4200.1143,N,8739.4355,W,207
